commodity,flow,reporter,partner,reporter_name,partner_name,is_world,partner_is_group,partner_is_hub,reporter_is_hub,value_usd,net_kg
2504,M,372,566,Ireland,Nigeria,False,False,False,False,272.48,130.0
2504,M,372,704,Ireland,Viet Nam,False,False,False,False,67.039,32.0
2504,M,372,724,Ireland,Spain,False,False,False,False,137.321,67.0
2504,M,372,752,Ireland,Sweden,False,False,False,False,124841.112,0.0
2504,M,372,764,Ireland,Thailand,False,False,False,False,1.081,0.726
2504,M,372,826,Ireland,United Kingdom,False,False,False,False,96677.309,24305.0
2504,M,372,842,Ireland,USA,False,False,False,False,74962.191,11309.0
2504,M,372,899,Ireland,"Areas, nes",False,False,False,False,843.39,403.0
2504,M,380,40,Italy,Austria,False,False,False,False,1445756.703,711128.0
2504,M,380,76,Italy,Brazil,False,False,False,False,31840.117,16000.0
2504,M,380,124,Italy,Canada,False,False,False,False,204025.657,93018.0
2504,M,380,156,Italy,China,False,False,False,False,814610.478,1027858.0
2504,M,380,203,Italy,Czechia,False,False,False,False,436842.254,467775.0
2504,M,380,251,Italy,France,False,False,False,False,9935.777,3097.777
2504,M,380,276,Italy,Germany,False,False,False,False,2368675.696,987916.0
2504,M,380,450,Italy,Madagascar,False,False,False,False,361632.452,426000.0
2504,M,380,490,Italy,"Other Asia, nes",False,False,False,False,1275.897,2.0
2504,M,380,516,Italy,Namibia,False,False,False,False,9085.9,17996.0
2504,M,380,528,Italy,Netherlands,False,False,True,False,277489.21,220667.0
2504,M,380,616,Italy,Poland,False,False,False,False,42143.526,23587.0
2504,M,380,705,Italy,Slovenia,False,False,False,False,27831.854,21604.0
2504,M,380,724,Italy,Spain,False,False,False,False,189776.699,57646.0
2504,M,380,752,Italy,Sweden,False,False,False,False,213.01,30.0
2504,M,380,792,Italy,Türkiye,False,False,False,False,150339.589,220000.0
2504,M,380,804,Italy,Ukraine,False,False,False,False,21019.862,21600.0
2504,M,380,826,Italy,United Kingdom,False,False,False,False,58477.17,16112.0
2504,M,380,842,Italy,USA,False,False,False,False,168014.006,46282.0
2504,M,392,76,Japan,Brazil,False,False,False,False,1024348.347,396000.0
2504,M,392,124,Japan,Canada,False,False,False,False,675821.352,224784.856
2504,M,392,144,Japan,Sri Lanka,False,False,False,False,1889199.238,1020000.0
2504,M,392,156,Japan,China,False,False,False,False,73925611.246,46964000.0
2504,M,392,276,Japan,Germany,False,False,False,False,281583.333,76845.78
2504,M,392,450,Japan,Madagascar,False,False,False,False,2127655.336,2073000.0
2504,M,392,484,Japan,Mexico,False,False,False,False,1608.641,797.69
2504,M,392,490,Japan,"Other Asia, nes",False,False,False,False,3850.773,1909.515
2504,M,392,508,Japan,Mozambique,False,False,False,False,276472.695,282000.0
2504,M,392,579,Japan,Norway,False,False,False,False,23332.411,20000.0
2504,M,392,699,Japan,India,False,False,False,False,12662.709,6279.162
2504,M,392,752,Japan,Sweden,False,False,False,False,7516.481,14000.0
2504,M,392,792,Japan,Türkiye,False,False,False,False,133481.604,160000.0
2504,M,392,804,Japan,Ukraine,False,False,False,False,38536.202,40000.0
2504,M,392,842,Japan,USA,False,False,False,False,1618314.079,291548.515
2504,M,410,36,Rep. of Korea,Australia,False,False,False,False,10.0,0.5
2504,M,410,40,Rep. of Korea,Austria,False,False,False,False,10563.0,1094.43
2504,M,410,56,Rep. of Korea,Belgium,False,False,True,False,237.0,14.9
2504,M,410,76,Rep. of Korea,Brazil,False,False,False,False,117869.0,34000.99
2504,M,410,124,Rep. of Korea,Canada,False,False,False,False,157349.0,34036.07
2504,M,410,144,Rep. of Korea,Sri Lanka,False,False,False,False,602563.0,153510.0
2504,M,410,156,Rep. of Korea,China,False,False,False,False,106828338.0,51321534.575
2504,M,410,203,Rep. of Korea,Czechia,False,False,False,False,309.0,8.5
2504,M,410,251,Rep. of Korea,France,False,False,False,False,1393.0,0.0
2504,M,410,276,Rep. of Korea,Germany,False,False,False,False,850512.0,166391.28
2504,M,410,344,Rep. of Korea,"China, Hong Kong SAR",False,False,True,False,781.0,6.8
2504,M,410,360,Rep. of Korea,Indonesia,False,False,False,False,44.0,21.845
2504,M,410,380,Rep. of Korea,Italy,False,False,False,False,2151.0,100.0
2504,M,410,392,Rep. of Korea,Japan,False,False,False,False,715185.0,192066.88
2504,M,410,442,Rep. of Korea,Luxembourg,False,False,False,False,15.0,1.0
2504,M,410,450,Rep. of Korea,Madagascar,False,False,False,False,13662.0,18003.595
2504,M,410,490,Rep. of Korea,"Other Asia, nes",False,False,False,False,12003.0,585.6
2504,M,410,508,Rep. of Korea,Mozambique,False,False,False,False,7171.0,10375.3
2504,M,410,528,Rep. of Korea,Netherlands,False,False,True,False,483.0,0.0
2504,M,410,566,Rep. of Korea,Nigeria,False,False,False,False,7.0,0.72
2504,M,410,699,Rep. of Korea,India,False,False,False,False,254.0,40.5
2504,M,410,704,Rep. of Korea,Viet Nam,False,False,False,False,1592.0,2260.349
2504,M,410,752,Rep. of Korea,Sweden,False,False,False,False,14.0,2.0
2504,M,410,826,Rep. of Korea,United Kingdom,False,False,False,False,133977.0,33531.34
2504,M,410,834,Rep. of Korea,United Rep. of Tanzania,False,False,False,False,153.0,2.0
2504,M,410,842,Rep. of Korea,USA,False,False,False,False,947895.0,54580.837
2504,M,458,156,Malaysia,China,False,False,False,False,539284.146,516768.0
2504,M,458,208,Malaysia,Denmark,False,False,False,False,2663.232,400.0
2504,M,458,276,Malaysia,Germany,False,False,False,False,13442.241,12841.9
2504,M,458,348,Malaysia,Hungary,False,False,False,False,7.674,0.27
2504,M,458,392,Malaysia,Japan,False,False,False,False,101662.852,25684.7
2504,M,458,410,Malaysia,Rep. of Korea,False,False,False,False,321.667,140.0
2504,M,458,490,Malaysia,"Other Asia, nes",False,False,False,False,12819.3,6140.4
2504,M,458,528,Malaysia,Netherlands,False,False,True,False,32307.205,8160.0
2504,M,458,699,Malaysia,India,False,False,False,False,98257.835,114804.31
2504,M,458,702,Malaysia,Singapore,False,False,True,False,4359.492,201.5
2504,M,458,764,Malaysia,Thailand,False,False,False,False,316.404,5.0
2504,M,458,792,Malaysia,Türkiye,False,False,False,False,35149.579,47001.0
2504,M,458,826,Malaysia,United Kingdom,False,False,False,False,4291.957,5004.5
2504,M,458,842,Malaysia,USA,False,False,False,False,160181.384,79077.27
2504,M,484,76,Mexico,Brazil,False,False,False,False,257979.0,215513.0
2504,M,484,124,Mexico,Canada,False,False,False,False,36108.0,8201.0
2504,M,484,156,Mexico,China,False,False,False,False,473987.0,0.0
2504,M,484,276,Mexico,Germany,False,False,False,False,12247.0,0.0
2504,M,484,392,Mexico,Japan,False,False,False,False,30087.0,960.0
