commodity,importer,exporter,importer_says,importer_kg,exporter_says,exporter_kg,ratio,excess_gap,abs_gap,usd_discrepancy,importer_name,exporter_name
2504,842,484,4947809.0,7067808.0,2669638.0,0.0,1.8533632649819938,0.7240588511460407,0.7240588511460407,2077948.15,USA,Mexico
2805,56,528,1379256.063,799573.59,1156253.518,154529.0,1.1928664791314392,0.1096432364013388,0.1096432364013388,136283.53115000017,Belgium,Netherlands
2805,76,156,3462976.0,807186.91,2239822.0,566502.0,1.5460942878496595,0.4382272445113112,0.4382272445113112,1055167.35,Brazil,China
2805,124,156,11332162.402,954012.946,3586220.0,271184.0,3.1599183547021656,1.9394589346066657,1.9394589346066657,7476975.902000001,Canada,China
2805,124,842,2918702.694,1985046.0,8220419.0,1120594.0,0.3550552221243224,-0.6697160724424908,0.6697160724424908,5918247.730999999,Canada,USA
2805,156,392,2574961.0,32782.487,2439012.761,32413.324,1.0557390437532033,-0.017917168601671325,0.017917168601671325,46977.71807499975,China,Japan
2805,156,842,1972060.0,29239.09,12125577.0,313458.0,0.1626363842314473,-0.8487103402498165,0.8487103402498165,11062935.275,China,USA
2805,276,156,32975438.692,1040538.566,50549324.0,383056.426,0.6523418333349028,-0.3931703875954392,0.3931703875954392,21365084.607999995,Germany,China
2805,276,528,1303112.131,186708.066,1782522.14,169771.0,0.7310496188282969,-0.31995384295042145,0.31995384295042145,613099.1694999998,Germany,Netherlands
2805,380,156,2792242.134,498576.0,2402168.0,329250.0,1.1623842021040993,0.08128762986427841,0.08128762986427841,209911.53399999999,Italy,China
2805,380,276,1220417.079,1351650.0,1587498.633,137792.322,0.7687673259243682,-0.2848676037912854,0.2848676037912854,486143.951475,Italy,Germany
2805,392,156,217124259.946,6589384.0,218009468.0,6681431.268,0.9959395889448251,-0.07354456842341846,0.07354456842341846,17235918.153999984,Japan,China
2805,392,764,39177395.186,474800.0,97348628.983,930940.0,0.4024442418479417,-0.6256332633972636,0.6256332633972636,65472380.97072499,Japan,Thailand
2805,410,156,32821406.0,1287891.967,26990294.0,1187874.972,1.2160447752069687,0.1312044420529944,0.1312044420529944,3806839.950000003,Rep. of Korea,China
2805,484,156,3184436.0,0.0,2662692.0,823000.0,1.1959460575988512,0.11250796055707081,0.11250796055707081,322042.1000000001,Mexico,China
2805,528,156,10322797.989,756002.0,31127467.0,2726422.0,0.3316298749589872,-0.6915070930614072,0.6915070930614072,23139229.036,Netherlands,China
2805,616,156,1069213.0,210936.0,1782894.0,598620.0,0.5997064323509979,-0.44213355130139725,0.44213355130139725,847398.0499999998,Poland,China
2805,699,156,73828596.851,14844913.936,64071974.0,13687727.0,1.152275983427637,0.07188463574663922,0.07188463574663922,4951224.800999999,India,China
2805,699,276,3473890.197,17989.418,3676715.404,18692.775,0.944835217112714,-0.12108351896491713,0.12108351896491713,478578.8622999997,India,Germany
2805,699,764,1447918.893,32741.0,1581065.0,36191.0,0.9157870758001726,-0.14810504576728128,0.14810504576728128,251725.98200000008,India,Thailand
2805,704,156,3762275.56,0.0,1361669.0,884387.0,2.7629883327005316,1.5702217048377034,1.5702217048377034,2298481.385,Viet Nam,China
2805,724,156,3896482.781,936547.4,2929007.0,782924.0,1.3303084564154337,0.23749623852598478,0.23749623852598478,747800.256,Spain,China
2805,764,156,7205793.554,130645.0,6423142.0,108496.0,1.1218487079999164,0.043580193488294484,0.043580193488294484,300915.9040000001,Thailand,China
